"class","category"
PRInt32.nsCSSProps.kSpeakHeaderKTable,"Class"
PRInt32.nsCSSProps.kSpeakKTable,"Class"
PRInt32.nsCSSProps.kSpeakNumeralKTable,"Class"
PRInt32.nsCSSProps.kSpeakPunctuationKTable,"Class"
PRInt32.nsCSSProps.kSpeechRateKTable,"Class"
PRInt32.nsCSSProps.kStackSizingKTable,"Class"
PRInt32.nsCSSProps.kTableLayoutKTable,"Class"
PRInt32.nsCSSProps.kTextAlignKTable,"Class"
PRInt32.nsCSSProps.kTextDecorationKTable,"Class"
PRInt32.nsCSSProps.kTextTransformKTable,"Class"
PRInt32.nsCSSProps.kUnicodeBidiKTable,"Class"
PRInt32.nsCSSProps.kUserFocusKTable,"Class"
PRInt32.nsCSSProps.kUserInputKTable,"Class"
PRInt32.nsCSSProps.kUserModifyKTable,"Class"
PRInt32.nsCSSProps.kUserSelectKTable,"Class"
PRInt32.nsCSSProps.kVerticalAlignKTable,"Class"
PRInt32.nsCSSProps.kVisibilityKTable,"Class"
PRInt32.nsCSSProps.kVolumeKTable,"Class"
PRInt32.nsCSSProps.kWhitespaceKTable,"Class"
PRInt32.nsCSSProps.kWidthKTable,"Class"
PRInt32.nsCSSProps.kWindowShadowKTable,"Class"
PRInt32.nsCSSProps.kWordwrapKTable,"Class"
PRUint32.nsCSSProps.kFlagsTable,"Class"
nsCSSProps.kAppearanceKTable,"Field"
nsCSSProps.kAzimuthKTable,"Field"
nsCSSProps.kBackgroundAttachmentKTable,"Field"
nsCSSProps.kBackgroundClipKTable,"Field"
nsCSSProps.kBackgroundColorKTable,"Field"
nsCSSProps.kBackgroundInlinePolicyKTable,"Field"
nsCSSProps.kBackgroundOriginKTable,"Field"
nsCSSProps.kBackgroundPositionKTable,"Field"
nsCSSProps.kBackgroundRepeatKTable,"Field"
nsCSSProps.kBorderCollapseKTable,"Field"
nsCSSProps.kBorderColorKTable,"Field"
nsCSSProps.kBorderStyleKTable,"Field"
nsCSSProps.kBorderWidthKTable,"Field"
nsCSSProps.kBoxAlignKTable,"Field"
nsCSSProps.kBoxDirectionKTable,"Field"
nsCSSProps.kBoxOrientKTable,"Field"
nsCSSProps.kBoxPackKTable,"Field"
nsCSSProps.kBoxPropSourceKTable,"Field"
nsCSSProps.kBoxSizingKTable,"Field"
nsCSSProps.kCaptionSideKTable,"Field"
nsCSSProps.kClearKTable,"Field"
nsCSSProps.kColorKTable,"Field"
nsCSSProps.kContentKTable,"Field"
nsCSSProps.kCursorKTable,"Field"
nsCSSProps.kDirectionKTable,"Field"
nsCSSProps.kDisplayKTable,"Field"
nsCSSProps.kElevationKTable,"Field"
nsCSSProps.kEmptyCellsKTable,"Field"
nsCSSProps.kFloatEdgeKTable,"Field"
nsCSSProps.kFloatKTable,"Field"
nsCSSProps.kFontKTable,"Field"
nsCSSProps.kFontSizeKTable,"Field"
nsCSSProps.kFontStretchKTable,"Field"
nsCSSProps.kFontStyleKTable,"Field"
nsCSSProps.kFontVariantKTable,"Field"
nsCSSProps.kFontWeightKTable,"Field"
nsCSSProps.kIMEModeKTable,"Field"
nsCSSProps.kKeyEquivalentKTable,"Field"
nsCSSProps.kKeywordTableTable,"Field"
nsCSSProps.kListStyleKTable,"Field"
nsCSSProps.kListStylePositionKTable,"Field"
nsCSSProps.kOutlineColorKTable,"Field"
nsCSSProps.kOutlineStyleKTable,"Field"
nsCSSProps.kOverflowKTable,"Field"
nsCSSProps.kOverflowSubKTable,"Field"
nsCSSProps.kPageBreakInsideKTable,"Field"
nsCSSProps.kPageBreakKTable,"Field"
nsCSSProps.kPageMarksKTable,"Field"
nsCSSProps.kPageSizeKTable,"Field"
nsCSSProps.kPitchKTable,"Field"
nsCSSProps.kPositionKTable,"Field"
nsCSSProps.kSIDTable,"Field"
nsCSSProps.kSpeakHeaderKTable,"Field"
nsCSSProps.kSpeakKTable,"Field"
nsCSSProps.kSpeakNumeralKTable,"Field"
nsCSSProps.kSpeakPunctuationKTable,"Field"
nsCSSProps.kSpeechRateKTable,"Field"
nsCSSProps.kStackSizingKTable,"Field"
nsCSSProps.kSubpropertyTable,"Field"
nsCSSProps.kTableLayoutKTable,"Field"
nsCSSProps.kTextAlignKTable,"Field"
nsCSSProps.kTextDecorationKTable,"Field"
nsCSSProps.kTextTransformKTable,"Field"
nsCSSProps.kTypeTable,"Field"
nsCSSProps.kUnicodeBidiKTable,"Field"
nsCSSProps.kUserFocusKTable,"Field"
nsCSSProps.kUserInputKTable,"Field"
nsCSSProps.kUserModifyKTable,"Field"
nsCSSProps.kUserSelectKTable,"Field"
nsCSSProps.kVerticalAlignKTable,"Field"
nsCSSProps.kVisibilityKTable,"Field"
nsCSSProps.kVolumeKTable,"Field"
nsCSSProps.kWhitespaceKTable,"Field"
nsCSSProps.kWidthKTable,"Field"
nsCSSProps.ReleaseTable(void),"Method"
nsCSSProps.SubpropertyEntryFor(ProblemType),"Method"
nsCSSProps.ValueToKeyword(ProblemType,ProblemType *),"Method"
nsCSSProps.ValueToKeywordEnum(ProblemType,ProblemType *),"Method"
nsCSSProperty.nsCSSProps.kSubpropertyTable,"Class"
nsCSSProps.nsCSSProps(nsCSSProps &),"Method"
nsCSSProps.nsCSSProps(void),"Method"
nsCSSProps.nsCSSProps.LookupFontDesc()(),"Method"
nsCSSType.nsCSSProps.kTypeTable,"Class"
nsStyleStructID.nsCSSProps.kSIDTable,"Class"
nsContainerFrame,"Class"
nsContainerFrame.AppendFrames(nsIAtom *,nsIFrame *),"Method"
nsContainerFrame.BuildDisplayList(ProblemType *,ProblemType &,ProblemType &),"Method"
nsContainerFrame.BuildDisplayListForNonBlockChildren(ProblemType *,ProblemType &,ProblemType &,ProblemType),"Method"
nsContainerFrame.ChildIsDirty(nsIFrame *),"Method"
nsContainerFrame.ComputeAutoSize(ProblemType *,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType),"Method"
nsContainerFrame.DeleteNextInFlowChild(nsPresContext *,nsIFrame *),"Method"
nsContainerFrame.Destroy(),"Method"
nsContainerFrame.DisplayOverflowContainers(ProblemType *,ProblemType &,ProblemType &),"Method"
nsContainerFrame.DoInlineIntrinsicWidth(ProblemType *,ProblemType *,ProblemType),"Method"
nsContainerFrame.FinishReflowChild(nsIFrame *,nsPresContext *,ProblemType *,ProblemType &,ProblemType,ProblemType,ProblemType),"Method"
nsContainerFrame.FrameNeedsView(nsIFrame *),"Method"
nsContainerFrame.GetAdditionalChildListName(ProblemType),"Method"
nsContainerFrame.GetFirstChild(nsIAtom *),"Method"
nsContainerFrame.GetOverflowFrames(nsPresContext *,ProblemType),"Method"
nsContainerFrame.GetPropTableFrames(nsPresContext *,nsIAtom *),"Method"
nsContainerFrame.Init(nsIContent *,nsIFrame *,nsIFrame *),"Method"
nsContainerFrame.InsertFrames(nsIAtom *,nsIFrame *,nsIFrame *),"Method"
nsContainerFrame.IsLeaf(),"Method"
nsContainerFrame.LengthOf(nsIFrame *),"Method"
nsContainerFrame.MoveOverflowToChildList(nsPresContext *),"Method"
nsContainerFrame.PeekOffsetCharacter(ProblemType,ProblemType *),"Method"
nsContainerFrame.PeekOffsetNoAmount(ProblemType,ProblemType *),"Method"
nsContainerFrame.PositionChildViews(nsIFrame *),"Method"
nsContainerFrame.PositionFrameView(nsIFrame *),"Method"
nsContainerFrame.PushChildren(nsPresContext *,nsIFrame *,nsIFrame *),"Method"
nsContainerFrame.ReflowChild(nsIFrame *,nsPresContext *,ProblemType &,ProblemType &,ProblemType,ProblemType,ProblemType,ProblemType &,nsContainerFrame.nsOverflowContinuationTracker *),"Method"
nsContainerFrame.ReflowOverflowContainerChildren(nsPresContext *,ProblemType &,ProblemType &,ProblemType,ProblemType &),"Method"
nsContainerFrame.RemoveFrame(nsIAtom *,nsIFrame *),"Method"
nsContainerFrame.RemovePropTableFrame(nsPresContext *,nsIFrame *,nsIAtom *),"Method"
nsContainerFrame.RemovePropTableFrames(nsPresContext *,nsIAtom *),"Method"
nsContainerFrame.SetInitialChildList(nsIAtom *,nsIFrame *),"Method"
nsContainerFrame.SetOverflowFrames(nsPresContext *,nsIFrame *),"Method"
nsContainerFrame.SetPropTableFrames(nsPresContext *,nsFrameList *,nsIAtom *),"Method"
nsContainerFrame.StealFrame(nsPresContext *,nsIFrame *,ProblemType),"Method"
nsContainerFrame.SyncFrameViewAfterReflow(nsPresContext *,nsIFrame *,ProblemType *,ProblemType *,ProblemType),"Method"
nsContainerFrame.SyncFrameViewProperties(nsPresContext *,nsIFrame *,nsStyleContext *,ProblemType *,ProblemType),"Method"
nsContainerFrame.nsOverflowContinuationTracker,"Class"
nsContainerFrame.nsContainerFrame(nsContainerFrame &),"Method"
nsContainerFrame.nsContainerFrame(nsStyleContext *),"Method"
nsContainerFrame.nsContainerFrame.DeleteNextInFlowChild()(),"Method"
nsContainerFrame.nsContainerFrame.GetAdditionalChildListName()(),"Method"
nsContainerFrame.nsContainerFrame.GetFirstChild()(),"Method"
nsContainerFrame.nsContainerFrame.PositionChildViews()(),"Method"
nsContainerFrame.nsContainerFrame.StealFrame()(),"Method"
nsContainerFrame.nsContainerFrame.SyncFrameViewAfterReflow()(),"Method"
nsContainerFrame.mFrames,"Field"
nsContainerFrame.~nsContainerFrame(),"Method"
nsCycleCollectionXPCOMRuntime,"Class"
nsCycleCollectionXPCOMRuntime.BeginCycleCollection(),"Method"
nsCycleCollectionXPCOMRuntime.FinishCycleCollection(),"Method"
nsCycleCollectionXPCOMRuntime.ToParticipant(void *),"Method"
nsCycleCollectionXPCOMRuntime.nsCycleCollectionXPCOMRuntime(nsCycleCollectionXPCOMRuntime &),"Method"
nsCycleCollectionXPCOMRuntime.nsCycleCollectionXPCOMRuntime(void),"Method"
nsCycleCollector,"Class"
nsCycleCollector.Allocated(void *,ProblemType),"Method"
nsCycleCollector.Collect(ProblemType),"Method"
nsCycleCollector.CollectWhite(GCGraph &),"Method"
nsCycleCollector.Forget(ProblemType *),"Method"
nsCycleCollector.ForgetRuntime(ProblemType),"Method"
nsCycleCollector.Freed(void *),"Method"
nsCycleCollector.MarkRoots(GCGraph &),"Method"
nsCycleCollector.mBuf,"Field"
nsCycleCollector.mCollectionInProgress,"Field"
nsCycleCollector.mRuntimes,"Field"
nsCycleCollector.mScanInProgress,"Field"
nsCycleCollector.RegisterRuntime(ProblemType,ProblemType *),"Method"
nsCycleCollector.ScanRoots(GCGraph &),"Method"
nsCycleCollector.SelectPurple(),"Method"
nsCycleCollector.Shutdown(),"Method"
nsCycleCollector.Suspect(ProblemType *,ProblemType),"Method"
nsCycleCollector.mXPCOMRuntime,"Field"
nsCycleCollector.nsCycleCollector(),"Method"
nsCycleCollector.nsCycleCollector(nsCycleCollector &),"Method"
nsCycleCollector.mParams,"Field"
nsCycleCollector.mPurpleBuf,"Field"
nsCycleCollector.~nsCycleCollector(),"Method"
nsCycleCollector.sCollector,"Class"
nsCycleCollectorParams,"Class"
nsCycleCollectorParams.mDoNothing,"Field"
nsCycleCollectorParams.mScanDelay,"Field"
nsCycleCollectorParams.nsCycleCollectorParams(),"Method"
nsCycleCollectorParams.nsCycleCollectorParams(nsCycleCollectorParams &),"Method"
nsDisplayCanvasBackground,"Class"
nsDisplayCanvasBackground.GetBounds(ProblemType *),"Method"
nsDisplayCanvasBackground.Paint(ProblemType *,ProblemType *),"Method"
nsDisplayCanvasBackground.nsDisplayCanvasBackground(nsDisplayCanvasBackground &),"Method"
nsDisplayCanvasBackground.nsDisplayCanvasBackground(nsIFrame *),"Method"
nsDisplayCanvasFocus,"Class"
nsDisplayCanvasFocus.GetBounds(ProblemType *),"Method"
nsDisplayCanvasFocus.Paint(ProblemType *,ProblemType *),"Method"
nsDisplayCanvasFocus.nsDisplayCanvasFocus(ProblemType *),"Method"
nsDisplayCanvasFocus.nsDisplayCanvasFocus(nsDisplayCanvasFocus &),"Method"
nsDocShell,"Class"
nsDocShell.mCharsetReloadState,"Field"
nsDocShell.AddHeadersToChannel(ProblemType *,ProblemType *),"Method"
nsDocShell.AddToGlobalHistory(nsIURI *,ProblemType,ProblemType *),"Method"
nsDocShell.AddToGlobalHistory(nsIURI *,ProblemType,nsIURI *),"Method"
nsDocShell.AddToSessionHistory(nsIURI *,ProblemType *,ProblemType *,ProblemType * *),"Method"
nsDocShell.BeginRestoreChildren(),"Method"
nsDocShell.CanAccessItem(ProblemType *,ProblemType *,ProblemType),"Method"
nsDocShell.CanSavePresentation(ProblemType,ProblemType *,nsIDocument *),"Method"
nsDocShell.CaptureState(),"Method"
nsDocShell.CheckLoadingPermissions(),"Method"
nsDocShell.CloneAndReplace(ProblemType *,nsDocShell *,ProblemType,ProblemType *,ProblemType * *),"Method"
nsDocShell.CloneAndReplaceChild(ProblemType *,nsDocShell *,ProblemType,void *),"Method"
nsDocShell.ConfirmRepost(ProblemType *),"Method"
nsDocShell.ConvertDocShellLoadInfoToLoadType(ProblemType),"Method"
nsDocShell.ConvertLoadTypeToDocShellLoadInfo(ProblemType),"Method"
nsDocShell.CreateAboutBlankContentViewer(nsIPrincipal *,nsIURI *),"Method"
nsDocShell.CreateContentViewer(char *,ProblemType *,ProblemType * *),"Method"
nsDocShell.DestroyChildren(),"Method"
nsDocShell.DisplayLoadError(ProblemType,nsIURI *,ProblemType *,ProblemType *),"Method"
nsDocShell.DoAddChildSHEntry(ProblemType *,ProblemType),"Method"
nsDocShell.DoChannelLoad(ProblemType *,ProblemType *,ProblemType),"Method"
nsDocShell.DoCommand(char *),"Method"
nsDocShell.DoGetPositionAndSize(ProblemType *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsDocShell.DoURILoad(nsIURI *,nsIURI *,ProblemType,ProblemType *,char *,ProblemType *,ProblemType *,ProblemType,ProblemType * *,ProblemType * *,ProblemType,ProblemType,ProblemType),"Method"
nsDocShell.EndPageLoad(ProblemType *,ProblemType *,ProblemType),"Method"
nsDocShell.EnsureCommandHandler(),"Method"
nsDocShell.EnsureContentViewer(),"Method"
nsDocShell.EnsureEditorData(),"Method"
nsDocShell.EnsureFind(),"Method"
nsDocShell.EnsureScriptEnvironment(),"Method"
nsDocShell.EnsureTransferableHookData(),"Method"
nsDocShell.ForceRefreshURIFromTimer(nsIURI *,ProblemType,ProblemType,ProblemType *),"Method"
nsDocShell.GetChildOffset(nsIDOMNode *,nsIDOMNode *,ProblemType *),"Method"
nsDocShell.GetControllerForCommand(char *,nsIController * *),"Method"
nsDocShell.GetCurrentDocChannel(),"Method"
nsDocShell.GetEldestPresContext(nsPresContext * *),"Method"
nsDocShell.GetHttpChannel(ProblemType *,ProblemType * *),"Method"
nsDocShell.GetInheritedPrincipal(ProblemType),"Method"
nsDocShell.GetPromptAndStringBundle(ProblemType * *,ProblemType * *),"Method"
nsDocShell.GetRootScrollFrame(),"Method"
nsDocShell.GetRootSessionHistory(ProblemType * *),"Method"
nsDocShell.GetScriptGlobalObject(),"Method"
nsDocShell.GetSessionStorageForURI(nsIURI *,ProblemType &,ProblemType,ProblemType * *),"Method"
nsDocShell.HasHistoryEntry(ProblemType *),"Method"
nsDocShell.Init(),"Method"
nsDocShell.IsAboutBlank(nsIURI *),"Method"
nsDocShell.IsCommandEnabled(char *,ProblemType *),"Method"
nsDocShell.IsFrame(),"Method"
nsDocShell.IsNavigationAllowed(ProblemType),"Method"
nsDocShell.IsOKToLoadURI(nsIURI *),"Method"
nsDocShell.IsPrintingOrPP(ProblemType),"Method"
nsDocShell.LoadErrorPage(nsIURI *,ProblemType *,char *,ProblemType *,ProblemType *,char *,ProblemType *),"Method"
nsDocShell.LoadHistoryEntry(ProblemType *,ProblemType),"Method"
nsDocShell.NewContentViewerObj(char *,ProblemType *,nsILoadGroup *,ProblemType * *,ProblemType * *),"Method"
nsDocShell.OnLeaveLink(),"Method"
nsDocShell.OnLinkClick(nsIContent *,nsIURI *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsDocShell.OnLinkClickSync(nsIContent *,nsIURI *,ProblemType *,ProblemType *,ProblemType *,ProblemType * *,ProblemType * *),"Method"
nsDocShell.OnLoadingSite(ProblemType *,ProblemType,ProblemType),"Method"
nsDocShell.OnNewURI(nsIURI *,ProblemType *,ProblemType *,ProblemType,ProblemType,ProblemType),"Method"
nsDocShell.OnOverLink(nsIContent *,nsIURI *,ProblemType *),"Method"
nsDocShell.OnRedirectStateChange(ProblemType *,ProblemType *,ProblemType,ProblemType),"Method"
nsDocShell.PRTimeToSeconds(ProblemType),"Method"
nsDocShell.PersistLayoutHistoryState(),"Method"
nsDocShell.NS_DECL_NSICLIPBOARDCOMMANDS,"Field"
nsDocShell.NS_DECL_NSICONTENTVIEWERCONTAINER,"Field"
nsDocShell.NS_DECL_NSIDOCCHARSET,"Field"
nsDocShell.NS_DECL_NSIDOCSHELL,"Field"
nsDocShell.NS_DECL_NSIDOCSHELLTREENODE,"Field"
nsDocShell.NS_DECL_NSIOBSERVER,"Field"
nsDocShell.NS_DECL_NSISCROLLABLE,"Field"
nsDocShell.NS_DECL_NSIWEBNAVIGATION,"Field"
nsDocShell.NS_DECL_NSIWEBPAGEDESCRIPTOR,"Field"
nsDocShell.NS_DECL_NSIWEBPROGRESSLISTENER,"Field"
nsDocShell.mAllowAuth,"Field"
nsDocShell.mAllowDNSPrefetch,"Field"
nsDocShell.mAllowImages,"Field"
nsDocShell.mAllowJavascript,"Field"
nsDocShell.mAllowKeywordFixup,"Field"
nsDocShell.mAllowMetaRedirects,"Field"
nsDocShell.mAllowPlugins,"Field"
nsDocShell.mAllowSubframes,"Field"
nsDocShell.mAppType,"Field"
nsDocShell.mBounds,"Field"
nsDocShell.mBusyFlags,"Field"
nsDocShell.mChildOffset,"Field"
nsDocShell.mChromeEventHandler,"Field"
nsDocShell.mCommandManager,"Field"
nsDocShell.mContentListener,"Field"
nsDocShell.mContentTypeHint,"Field"
nsDocShell.mContentViewer,"Field"
nsDocShell.mCreatingDocument,"Field"
nsDocShell.mCurrentURI,"Field"
nsDocShell.mDefaultScrollbarPref,"Field"
nsDocShell.mDocumentCharsetInfo,"Field"
nsDocShell.mEODForCurrentDocument,"Field"
nsDocShell.mEditorData,"Field"
nsDocShell.mFailedChannel,"Field"
nsDocShell.mFailedLoadType,"Field"
nsDocShell.mFailedURI,"Field"
nsDocShell.mFind,"Field"
nsDocShell.mFiredUnloadEvent,"Field"
nsDocShell.mGlobalHistory,"Field"
nsDocShell.mIsBeingDestroyed,"Field"
nsDocShell.mIsExecutingOnLoadHandler,"Field"
nsDocShell.mIsOffScreenBrowser,"Field"
nsDocShell.mIsPrintingOrPP,"Field"
nsDocShell.mItemType,"Field"
nsDocShell.mLSHE,"Field"
nsDocShell.mLoadType,"Field"
nsDocShell.mLoadedTransIndex,"Field"
nsDocShell.mLoadingURI,"Field"
nsDocShell.mMarginHeight,"Field"
nsDocShell.mMarginWidth,"Field"
nsDocShell.mOSHE,"Field"
nsDocShell.mObserveErrorPages,"Field"
nsDocShell.mParentWidget,"Field"
nsDocShell.mPrefs,"Field"
nsDocShell.mPreviousTransIndex,"Field"
nsDocShell.mReferrerURI,"Field"
nsDocShell.mRefreshURIList,"Field"
nsDocShell.mRestorePresentationEvent,"Field"
nsDocShell.mSavedRefreshURIList,"Field"
nsDocShell.mSavingOldViewer,"Field"
nsDocShell.mScriptGlobal,"Field"
nsDocShell.mSecurityUI,"Field"
nsDocShell.mSessionHistory,"Field"
nsDocShell.mStorages,"Field"
nsDocShell.mTransferableHookData,"Field"
nsDocShell.mTreeOwner,"Field"
nsDocShell.mURIResultedInDocument,"Field"
nsDocShell.mUseErrorPages,"Field"
nsDocShell.sURIFixup,"Field"
nsDocShell.ReattachEditorToWindow(ProblemType *),"Method"
nsDocShell.RefreshURIFromQueue(),"Method"
nsDocShell.RestoreFromHistory(),"Method"
nsDocShell.RestorePresentation(ProblemType *,ProblemType *),"Method"
nsDocShell.ScrollIfAnchor(nsIURI *,ProblemType *,ProblemType,ProblemType *,ProblemType *,ProblemType *),"Method"
nsDocShell.SetBaseUrlForWyciwyg(ProblemType *),"Method"
nsDocShell.SetChildHistoryEntry(ProblemType *,nsDocShell *,ProblemType,void *),"Method"
nsDocShell.SetCurrentURI(nsIURI *,ProblemType *,ProblemType),"Method"
nsDocShell.SetDocLoaderParent(ProblemType *),"Method"
nsDocShell.SetDocPendingStateObj(ProblemType *),"Method"
nsDocShell.SetHistoryEntry(ProblemType *,ProblemType *),"Method"
nsDocShell.SetReferrerURI(nsIURI *),"Method"
nsDocShell.SetupNewViewer(ProblemType *),"Method"
nsDocShell.SetupReferrerFromChannel(ProblemType *),"Method"
nsDocShell.ShouldAddToSessionHistory(nsIURI *),"Method"
nsDocShell.ShouldCheckAppCache(nsIURI *),"Method"
nsDocShell.ShouldDiscardLayoutState(ProblemType *),"Method"
nsDocShell.Stop(),"Method"
nsDocShell.StringifyJSValVariant(ProblemType *,ProblemType &),"Method"
nsDocShell.SwapHistoryEntries(ProblemType *,ProblemType *),"Method"
nsDocShell.URIInheritsSecurityContext(nsIURI *,ProblemType *),"Method"
nsDocShell.URIIsLocalFile(nsIURI *),"Method"
nsDocShell.ValidateOrigin(ProblemType *,ProblemType *),"Method"
nsDocShell.WalkHistoryEntries(ProblemType *,nsDocShell *,ProblemType -> ? (*)(? *, nsDocShell *, ?, void *),void *),"Method"
nsDocShell.InterfaceRequestorProxy,"Class"
nsDocShell.OnLinkClickEvent,"Class"
nsDocShell.RestorePresentationEvent,"Class"
nsDocShell.nsDSURIContentListener,"Class"
nsDocShell.nsDocShell(),"Method"
nsDocShell.nsDocShell(nsDocShell &),"Method"
nsDocShell.mName,"Field"
nsDocShell.mTitle,"Field"
nsDocShell.~nsDocShell(),"Method"
nsHTMLAnchorElement,"Class"
nsHTMLAnchorElement.BindToTree(nsIDocument *,nsIContent *,nsIContent *,ProblemType),"Method"
nsHTMLAnchorElement.Clone(ProblemType *,ProblemType * *),"Method"
nsHTMLAnchorElement.GetHrefURI(nsIURI * *),"Method"
nsHTMLAnchorElement.GetLinkState(ProblemType &),"Method"
nsHTMLAnchorElement.GetLinkTarget(ProblemType &),"Method"
nsHTMLAnchorElement.IsFocusable(ProblemType *),"Method"
nsHTMLAnchorElement.IsLink(nsIURI * *),"Method"
nsHTMLAnchorElement.LinkAdded(),"Method"
nsHTMLAnchorElement.LinkRemoved(),"Method"
nsHTMLAnchorElement.PostHandleEvent(ProblemType &),"Method"
nsHTMLAnchorElement.PreHandleEvent(ProblemType &),"Method"
nsHTMLAnchorElement.NS_DECL_NSIDOMNSHTMLANCHORELEMENT,"Field"
nsHTMLAnchorElement.mLinkState,"Field"
nsHTMLAnchorElement.SetAttr(ProblemType,nsIAtom *,ProblemType &,ProblemType),"Method"
nsHTMLAnchorElement.SetAttr(ProblemType,nsIAtom *,nsIAtom *,ProblemType &,ProblemType),"Method"
nsHTMLAnchorElement.SetFocus(nsPresContext *),"Method"
nsHTMLAnchorElement.SetLinkState(ProblemType),"Method"
nsHTMLAnchorElement.UnbindFromTree(ProblemType,ProblemType),"Method"
nsHTMLAnchorElement.UnsetAttr(ProblemType,nsIAtom *,ProblemType),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement(ProblemType *),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement(nsHTMLAnchorElement &),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.Blur()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.Focus()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetHash()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetHost()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetHostname()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetPathname()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetPing()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetPort()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetProtocol()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetSearch()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetTarget()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.GetText()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetHash()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetHost()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetHostname()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetPathname()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetPing()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetPort()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetProtocol()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetSearch()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.SetTarget()(),"Method"
nsHTMLAnchorElement.nsHTMLAnchorElement.ToString()(),"Method"
nsHTMLAnchorElement.~nsHTMLAnchorElement(),"Method"
nsHTMLTableColElement,"Class"
nsHTMLTableColElement.Clone(ProblemType *,ProblemType * *),"Method"
nsHTMLTableColElement.GetAttributeMappingFunction(),"Method"
nsHTMLTableColElement.GetClassInfo(),"Method"
nsHTMLTableColElement.ParseAttribute(ProblemType,nsIAtom *,ProblemType &,nsAttrValue &),"Method"
nsHTMLTableColElement.nsHTMLTableColElement(ProblemType),"Method"
nsHTMLTableColElement.nsHTMLTableColElement(nsHTMLTableColElement &),"Method"
nsHTMLTableColElement.nsHTMLTableColElement.IsAttributeMapped()(),"Method"
nsHTMLTableColElement.~nsHTMLTableColElement(),"Method"
nsHTTPAuthInformation,"Class"
nsHTTPAuthInformation.SetToHttpAuthIdentity(ProblemType,ProblemType &),"Method"
nsHTTPAuthInformation.nsHTTPAuthInformation(ProblemType,nsString &,ProblemType &),"Method"
nsHTTPAuthInformation.nsHTTPAuthInformation(nsHTTPAuthInformation &),"Method"
nsHttpChannelCacheKey,"Class"
nsHttpChannelCacheKey.NS_DECL_NSISUPPORTSPRIMITIVE,"Field"
nsHttpChannelCacheKey.mSupportsCString,"Field"
nsHttpChannelCacheKey.mSupportsPRUint32,"Field"
nsHttpChannelCacheKey.SetData(ProblemType &),"Method"
nsHttpChannelCacheKey.SetData(ProblemType,ProblemType &),"Method"
nsHttpChannelCacheKey.nsHttpChannelCacheKey(nsHttpChannelCacheKey &),"Method"
nsHttpChannelCacheKey.nsHttpChannelCacheKey(void),"Method"
nsHyperTextAccessible,"Class"
nsHyperTextAccessible.CacheChildren(),"Method"
nsHyperTextAccessible.ContentToRenderedOffset(nsIFrame *,ProblemType,ProblemType *),"Method"
nsHyperTextAccessible.DOMPointToHypertextOffset(nsIDOMNode *,ProblemType,ProblemType *,ProblemType * *,ProblemType),"Method"
nsHyperTextAccessible.DOMRangeBoundToHypertextOffset(ProblemType *,ProblemType,ProblemType,ProblemType *),"Method"
nsHyperTextAccessible.FindEndOffsetInSubtree(nsIDOMNode *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.FindStartOffsetInSubtree(nsIDOMNode *,nsIDOMNode *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetAttributesInternal(ProblemType *),"Method"
nsHyperTextAccessible.GetBoundsForString(nsIFrame *,ProblemType,ProblemType),"Method"
nsHyperTextAccessible.GetCSSTextAttributes(ProblemType,nsIDOMNode *,ProblemType *,ProblemType *,ProblemType *),"Method"
nsHyperTextAccessible.GetCaretLineNumber(),"Method"
nsHyperTextAccessible.GetDOMPointByFrameOffset(nsIFrame *,ProblemType,ProblemType *,nsIDOMNode * *,ProblemType *),"Method"
