"class","category"
DummyForGlobalFunctions.net_ParseContentType(),"Method"
DummyForGlobalFunctions.newArguments(),"Method"
DummyForGlobalFunctions.newArray(),"Method"
DummyForGlobalFunctions.newString(),"Method"
DummyForGlobalFunctions.next(),"Method"
DummyForGlobalFunctions.ngram(),"Method"
DummyForGlobalFunctions.nsCSSFontDesc(),"Method"
DummyForGlobalFunctions.nsCSSKeyword(),"Method"
DummyForGlobalFunctions.nsCSSProperty(),"Method"
DummyForGlobalFunctions.nsConvertCANamesToStrings(ProblemType *,char * *,ProblemType *),"Method"
DummyForGlobalFunctions.nsCycleCollector_collect(),"Method"
DummyForGlobalFunctions.nsCycleCollector_forget(ProblemType *),"Method"
DummyForGlobalFunctions.nsCycleCollector_forgetRuntime(ProblemType,ProblemType),"Method"
DummyForGlobalFunctions.nsCycleCollector_registerRuntime(ProblemType,ProblemType *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.nsCycleCollector_shutdown(),"Method"
DummyForGlobalFunctions.nsCycleCollector_startup(),"Method"
DummyForGlobalFunctions.nsCycleCollector_suspect(ProblemType *),"Method"
DummyForGlobalFunctions.nsCycleCollector_suspectCurrent(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.nsDependentCString(),"Method"
DummyForGlobalFunctions.nsDependentString(),"Method"
DummyForGlobalFunctions.nsEscape(),"Method"
DummyForGlobalFunctions.nsFrameList(),"Method"
DummyForGlobalFunctions.nsGetUserCertChoice(ProblemType *),"Method"
DummyForGlobalFunctions.nsHandleInvalidCertError(ProblemType *,ProblemType,ProblemType &,ProblemType &,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.nsHandleSSLError(ProblemType *,ProblemType),"Method"
DummyForGlobalFunctions.nsInt64(),"Method"
DummyForGlobalFunctions.nsNSSBadCertHandler(void *,ProblemType *),"Method"
DummyForGlobalFunctions.nsNSS_SSLGetClientAuthData(void *,ProblemType *,ProblemType *,ProblemType * *,ProblemType * *),"Method"
DummyForGlobalFunctions.nsPoint(),"Method"
DummyForGlobalFunctions.nsPrintfCString(),"Method"
DummyForGlobalFunctions.nsRect(),"Method"
DummyForGlobalFunctions.nsSSLIOLayerAddToSocket(ProblemType,char *,ProblemType,char *,ProblemType,ProblemType *,ProblemType * *,ProblemType),"Method"
DummyForGlobalFunctions.nsSSLIOLayerImportFD(ProblemType *,ProblemType *,char *),"Method"
DummyForGlobalFunctions.nsSSLIOLayerNewSocket(ProblemType,char *,ProblemType,char *,ProblemType,ProblemType * *,ProblemType * *,ProblemType),"Method"
DummyForGlobalFunctions.nsSSLIOLayerSetOptions(ProblemType *,ProblemType,char *,char *,ProblemType,ProblemType *),"Method"
DummyForGlobalFunctions.nsSize(),"Method"
DummyForGlobalFunctions.nscoord(),"Method"
DummyForGlobalFunctions.nssComponent(),"Method"
DummyForGlobalFunctions.obsService(),"Method"
DummyForGlobalFunctions.offsetof(),"Method"
DummyForGlobalFunctions.onError(),"Method"
DummyForGlobalFunctions.opcode(),"Method"
DummyForGlobalFunctions.oprnd1(),"Method"
DummyForGlobalFunctions.oprnd2(),"Method"
DummyForGlobalFunctions.outOfMemory(),"Method"
DummyForGlobalFunctions.overflow(),"Method"
DummyForGlobalFunctions.p2i(),"Method"
DummyForGlobalFunctions.patch(),"Method"
DummyForGlobalFunctions.pc(),"Method"
DummyForGlobalFunctions.peerTypeStability(),"Method"
DummyForGlobalFunctions.pop(),"Method"
DummyForGlobalFunctions.popFrame(),"Method"
DummyForGlobalFunctions.popFront(),"Method"
DummyForGlobalFunctions.popSegmentAndFrame(),"Method"
DummyForGlobalFunctions.position(),"Method"
DummyForGlobalFunctions.prefix_check(),"Method"
DummyForGlobalFunctions.prefix_check_twosfx(),"Method"
DummyForGlobalFunctions.prefs(),"Method"
DummyForGlobalFunctions.prefs2(),"Method"
DummyForGlobalFunctions.prepareTreeCall(),"Method"
DummyForGlobalFunctions.prev(),"Method"
DummyForGlobalFunctions.previousSegmentEnd(),"Method"
DummyForGlobalFunctions.primitiveToStringInPlace(),"Method"
DummyForGlobalFunctions.prop(),"Method"
DummyForGlobalFunctions.prop_iter_finalize(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.prop_iter_trace(ProblemType *,ProblemType *),"Method"
DummyForGlobalFunctions.propagateFailureToBuiltinStatus(),"Method"
DummyForGlobalFunctions.ptrdiff_t(),"Method"
DummyForGlobalFunctions.purge(),"Method"
DummyForGlobalFunctions.push(),"Method"
DummyForGlobalFunctions.pushExecuteFrame(),"Method"
DummyForGlobalFunctions.pushSegmentAndFrame(),"Method"
DummyForGlobalFunctions.push_back(),"Method"
DummyForGlobalFunctions.push_front(),"Method"
DummyForGlobalFunctions.pushed(),"Method"
DummyForGlobalFunctions.putArguments(),"Method"
DummyForGlobalFunctions.record(),"Method"
DummyForGlobalFunctions.record_JSOP_AND(),"Method"
DummyForGlobalFunctions.record_JSOP_CALL(),"Method"
DummyForGlobalFunctions.record_JSOP_DUP(),"Method"
DummyForGlobalFunctions.record_JSOP_GETELEM(),"Method"
DummyForGlobalFunctions.record_JSOP_GOSUB(),"Method"
DummyForGlobalFunctions.record_JSOP_GOTO(),"Method"
DummyForGlobalFunctions.record_JSOP_IFEQ(),"Method"
DummyForGlobalFunctions.record_JSOP_IFNE(),"Method"
DummyForGlobalFunctions.record_JSOP_INITPROP(),"Method"
DummyForGlobalFunctions.record_JSOP_OR(),"Method"
DummyForGlobalFunctions.record_JSOP_SETARG(),"Method"
DummyForGlobalFunctions.record_JSOP_SETELEM(),"Method"
DummyForGlobalFunctions.record_JSOP_SETLOCAL(),"Method"
DummyForGlobalFunctions.record_JSOP_SETPROP(),"Method"
DummyForGlobalFunctions.record_JSOP_STRING(),"Method"
DummyForGlobalFunctions.record_JSOP_TABLESWITCH(),"Method"
DummyForGlobalFunctions.record_JSOP_TYPEOF(),"Method"
DummyForGlobalFunctions.relational(),"Method"
DummyForGlobalFunctions.removeUnstableExit(),"Method"
DummyForGlobalFunctions.replchars(),"Method"
DummyForGlobalFunctions.reset(),"Method"
DummyForGlobalFunctions.resize(),"Method"
DummyForGlobalFunctions.resolving_HashKey(ProblemType *,void *,ProblemType *,void *),"Method"
DummyForGlobalFunctions.resolving_MatchEntry(ProblemType *,ProblemType *,void *,ProblemType *,ProblemType *,void *),"Method"
DummyForGlobalFunctions.restore(),"Method"
DummyForGlobalFunctions.resumableChannel(),"Method"
DummyForGlobalFunctions.resume(),"Method"
DummyForGlobalFunctions.reverseword(),"Method"
DummyForGlobalFunctions.reverseword_utf(),"Method"
DummyForGlobalFunctions.root(),"Method"
DummyForGlobalFunctions.ropeLeft(),"Method"
DummyForGlobalFunctions.rpc_remote_stack_depth_guess(),"Method"
DummyForGlobalFunctions.sanityCheck(),"Method"
DummyForGlobalFunctions.save(),"Method"
DummyForGlobalFunctions.scopeChain(),"Method"
DummyForGlobalFunctions.scopeChainProp(),"Method"
DummyForGlobalFunctions.script(),"Method"
DummyForGlobalFunctions.segment(),"Method"
DummyForGlobalFunctions.selcon(),"Method"
DummyForGlobalFunctions.selfTypeStability(),"Method"
DummyForGlobalFunctions.seqno(),"Method"
DummyForGlobalFunctions.set(),"Method"
DummyForGlobalFunctions.setAttributes(),"Method"
DummyForGlobalFunctions.setBranded(),"Method"
DummyForGlobalFunctions.setCode(),"Method"
DummyForGlobalFunctions.setCurrentRegs(),"Method"
DummyForGlobalFunctions.setInitialVarObj(),"Method"
DummyForGlobalFunctions.setLength(),"Method"
DummyForGlobalFunctions.setNativeCallee(),"Method"
DummyForGlobalFunctions.setPreviousInContext(),"Method"
DummyForGlobalFunctions.setPreviousInMemory(),"Method"
DummyForGlobalFunctions.setProto(),"Method"
DummyForGlobalFunctions.setScopeChain(),"Method"
DummyForGlobalFunctions.setTarget(),"Method"
DummyForGlobalFunctions.set_argc(),"Method"
DummyForGlobalFunctions.set_reply(),"Method"
DummyForGlobalFunctions.set_reply_error(),"Method"
DummyForGlobalFunctions.set_rpc(),"Method"
DummyForGlobalFunctions.set_rpc_local_stack_depth(),"Method"
DummyForGlobalFunctions.set_rpc_remote_stack_depth_guess(),"Method"
DummyForGlobalFunctions.set_seqno(),"Method"
DummyForGlobalFunctions.setter(),"Method"
DummyForGlobalFunctions.settle(),"Method"
DummyForGlobalFunctions.size(),"Method"
DummyForGlobalFunctions.size_t(),"Method"
DummyForGlobalFunctions.slots(),"Method"
DummyForGlobalFunctions.slurpDownFrames(),"Method"
DummyForGlobalFunctions.snapshot(),"Method"
DummyForGlobalFunctions.splice(),"Method"
DummyForGlobalFunctions.stack(),"Method"
DummyForGlobalFunctions.stackLoad(),"Method"
DummyForGlobalFunctions.stackTypeMap(),"Method"
DummyForGlobalFunctions.stackval(),"Method"
DummyForGlobalFunctions.stateString(),"Method"
DummyForGlobalFunctions.stobj_get_dslot(),"Method"
DummyForGlobalFunctions.stobj_get_fslot(),"Method"
DummyForGlobalFunctions.stobj_get_parent(),"Method"
DummyForGlobalFunctions.stobj_get_proto(),"Method"
DummyForGlobalFunctions.stobj_set_dslot(),"Method"
DummyForGlobalFunctions.stobj_set_fslot(),"Method"
DummyForGlobalFunctions.stobj_set_slot(),"Method"
DummyForGlobalFunctions.stopped(),"Method"
DummyForGlobalFunctions.strchr(),"Method"
DummyForGlobalFunctions.strcmp(),"Method"
DummyForGlobalFunctions.strcpy(),"Method"
DummyForGlobalFunctions.strictEquality(),"Method"
DummyForGlobalFunctions.stringify(),"Method"
DummyForGlobalFunctions.strlcpy(),"Method"
DummyForGlobalFunctions.strlen(),"Method"
DummyForGlobalFunctions.strncmp(),"Method"
DummyForGlobalFunctions.strrchr(),"Method"
DummyForGlobalFunctions.strstr(),"Method"
DummyForGlobalFunctions.suffix_check(),"Method"
DummyForGlobalFunctions.suffix_check_twosfx(),"Method"
DummyForGlobalFunctions.suspend(),"Method"
DummyForGlobalFunctions.swap(),"Method"
DummyForGlobalFunctions.swapchar(),"Method"
DummyForGlobalFunctions.swapchar_utf(),"Method"
DummyForGlobalFunctions.sysctl(),"Method"
DummyForGlobalFunctions.sysctlbyname(),"Method"
DummyForGlobalFunctions.task_threads(),"Method"
DummyForGlobalFunctions.testsug(),"Method"
DummyForGlobalFunctions.textNode(),"Method"
DummyForGlobalFunctions.thisInInitializer(),"Method"
DummyForGlobalFunctions.thisObject(),"Method"
DummyForGlobalFunctions.thread_get_state(),"Method"
DummyForGlobalFunctions.time(),"Method"
DummyForGlobalFunctions.top(),"Method"
DummyForGlobalFunctions.trace(),"Method"
DummyForGlobalFunctions.trackCfgMerges(),"Method"
DummyForGlobalFunctions.trackNativeStackUse(),"Method"
DummyForGlobalFunctions.traverseScopeChain(),"Method"
DummyForGlobalFunctions.triggerOperationCallback(),"Method"
DummyForGlobalFunctions.twowords(),"Method"
DummyForGlobalFunctions.type(),"Method"
DummyForGlobalFunctions.typemap(),"Method"
DummyForGlobalFunctions.u16_u8(),"Method"
DummyForGlobalFunctions.u8_u16(),"Method"
DummyForGlobalFunctions.uint16(),"Method"
DummyForGlobalFunctions.uint32_t(),"Method"
DummyForGlobalFunctions.uintN(),"Method"
DummyForGlobalFunctions.uintptr_t(),"Method"
DummyForGlobalFunctions.unbox_jsval(),"Method"
DummyForGlobalFunctions.unitString(),"Method"
DummyForGlobalFunctions.upvar(),"Method"
DummyForGlobalFunctions.upvars(),"Method"
DummyForGlobalFunctions.url(),"Method"
DummyForGlobalFunctions.va_end(),"Method"
DummyForGlobalFunctions.va_start(),"Method"
DummyForGlobalFunctions.valueRangeBegin(),"Method"
DummyForGlobalFunctions.var(),"Method"
DummyForGlobalFunctions.vc(),"Method"
DummyForGlobalFunctions.vm_allocate(),"Method"
DummyForGlobalFunctions.vm_deallocate(),"Method"
DummyForGlobalFunctions.vm_region_recurse(),"Method"
DummyForGlobalFunctions.vp(),"Method"
DummyForGlobalFunctions.walk_hashtable(),"Method"
DummyForGlobalFunctions.writeBack(),"Method"
DummyForGlobalFunctions.xpc(),"Method"
DummyForGlobalFunctions.xruntime(),"Method"
DummyForGlobalFunctions.~JSContext(),"Method"
DummyForGlobalFunctions.~PackageEntry(),"Method"
DummyForGlobalFunctions.~PropertyCache(),"Method"
DummyForGlobalFunctions.~nsDisplayItem(),"Method"
EGetTextType,"Class"
END_CASE.,"Class"
END_VARLEN_CASE.BEGIN_CASE,"Class"
EdgePool,"Class"
EdgePool.Blocks(),"Method"
EdgePool.Block,"Class"
EdgePool.Builder,"Class"
EdgePool.Iterator,"Class"
EdgePool.EdgePool(),"Method"
EdgePool.EdgePool(EdgePool &),"Method"
EdgePool.PtrInfoOrBlock,"Class"
EdgePool.mSentinelAndBlocks,"Field"
EdgePool.~EdgePool(),"Method"
FailDoubleOOMHandler,"Class"
FailDoubleOOMHandler.FailDoubleOOMHandler(FailDoubleOOMHandler &),"Method"
FailDoubleOOMHandler.FailDoubleOOMHandler(void),"Method"
FailDoubleOOMHandler.handleDoubleOOM(ProblemType *,double,ProblemType &),"Method"
FilterRecord,"Class"
FilterRecord.FilterRecord(FilterRecord &),"Method"
FilterRecord.FilterRecord(void),"Method"
FilterRecord.patternType,"Field"
FilterRecord.endLine,"Field"
FilterRecord.filterObject,"Field"
FilterRecord.links,"Field"
FilterRecord.startLine,"Field"
FilterRecord.urlPattern,"Field"
FilterRecord.glob,"Field"
FilterRecord.gFilters,"Class"
FlushNativeGlobalFrameVisitor,"Class"
FlushNativeGlobalFrameVisitor.FlushNativeGlobalFrameVisitor(FlushNativeGlobalFrameVisitor &),"Method"
FlushNativeGlobalFrameVisitor.FlushNativeGlobalFrameVisitor(ProblemType *,ProblemType *,double *),"Method"
FlushNativeGlobalFrameVisitor.mCx,"Field"
FlushNativeGlobalFrameVisitor.mTypeMap,"Field"
FlushNativeGlobalFrameVisitor.mGlobal,"Field"
FlushNativeGlobalFrameVisitor.visitGlobalSlot(ProblemType *,unsigned int int,unsigned int int),"Method"
FlushNativeStackFrameVisitor,"Class"
FlushNativeStackFrameVisitor.FlushNativeStackFrameVisitor(FlushNativeStackFrameVisitor &),"Method"
FlushNativeStackFrameVisitor.FlushNativeStackFrameVisitor(ProblemType *,ProblemType *,double *,ProblemType *,unsigned int int),"Method"
FlushNativeStackFrameVisitor.mCx,"Field"
FlushNativeStackFrameVisitor.mInitTypeMap,"Field"
FlushNativeStackFrameVisitor.mStop,"Field"
FlushNativeStackFrameVisitor.mTypeMap,"Field"
FlushNativeStackFrameVisitor.mStack,"Field"
FlushNativeStackFrameVisitor.mIgnoreSlots,"Field"
FlushNativeStackFrameVisitor.visitStackSlots(ProblemType *,ProblemType,ProblemType *),"Method"
FlushNativeStackFrameVisitor.getTypeMap(),"Method"
FrameInfoCache,"Class"
FrameInfoCache.Entry,"Class"
FrameInfoCache.FrameInfoCache(FrameInfoCache &),"Method"
FrameInfoCache.FrameInfoCache(ProblemType *),"Method"
FrameInfoCache.HashFrameInfo(ProblemType *,void *),"Method"
JSDHashTableOps.FrameInfoCache.FrameCacheOps,"Class"
FrameInfoCache.MatchFrameInfo(ProblemType *,ProblemType *,void *),"Method"
FrameInfoCache.FrameCacheOps,"Field"
FrameInfoCache.allocator,"Field"
FrameInfoCache.table,"Field"
FrameInfoCache.memoize(ProblemType *),"Method"
FrameInfoCache.~FrameInfoCache(),"Method"
FrameInfoCache.clear(),"Method"
FrameInfoCache.init(),"Method"
FrameInfoCache.reset(),"Method"
FuncFilter,"Class"
FuncFilter.FuncFilter(FuncFilter &),"Method"
FuncFilter.FuncFilter(ProblemType *),"Method"
FuncFilter.ins2(ProblemType,ProblemType *,ProblemType *),"Method"
FuncFilter.insCall(ProblemType *,ProblemType * *),"Method"
GCGraph,"Class"
GCGraph.mEdges,"Field"
GCGraph.GCGraph(),"Method"
GCGraph.GCGraph(GCGraph &),"Method"
GCGraph.mNodes,"Field"
GCGraph.mRootCount,"Field"
GCGraph.~GCGraph(),"Method"
GCGraph.sCurrGraph,"Class"
GCGraphBuilder,"Class"
GCGraphBuilder.AddNode(void *,ProblemType *),"Method"
GCGraphBuilder.mEdgeBuilder,"Field"
GCGraphBuilder.mNodeBuilder,"Field"
GCGraphBuilder.Count(),"Method"
GCGraphBuilder.DescribeNode(ProblemType),"Method"
GCGraphBuilder.GCGraphBuilder(GCGraph &,ProblemType * *),"Method"
GCGraphBuilder.GCGraphBuilder(GCGraphBuilder &),"Method"
GCGraphBuilder.NoteNativeChild(void *,ProblemType *),"Method"
GCGraphBuilder.NoteScriptChild(ProblemType,void *),"Method"
GCGraphBuilder.NoteXPCOMChild(ProblemType *),"Method"
GCGraphBuilder.mPtrToNodeMap,"Field"
GCGraphBuilder.mRuntimes,"Field"
GCGraphBuilder.mCurrPi,"Field"
GCGraphBuilder.Traverse(PtrInfo *),"Method"
GCGraphBuilder.~GCGraphBuilder(),"Method"
GraphWalker,"Class"
GraphWalker.DoWalk(ProblemType &),"Method"
GraphWalker.GraphWalker(GraphWalker &),"Method"
GraphWalker.GraphWalker(void),"Method"
GraphWalker.ShouldVisitNode(PtrInfo *),"Method"
GraphWalker.VisitNode(PtrInfo *),"Method"
GraphWalker.Walk(PtrInfo *),"Method"
GraphWalker.WalkFromRoots(GCGraph &),"Method"
GuardedShapeEntry,"Class"
GuardedShapeEntry.GuardedShapeEntry(GuardedShapeEntry &),"Method"
GuardedShapeEntry.GuardedShapeEntry(void),"Method"
GuardedShapeEntry.obj,"Field"
ImportBoxedStackSlotVisitor,"Class"
ImportBoxedStackSlotVisitor.ImportBoxedStackSlotVisitor(ImportBoxedStackSlotVisitor &),"Method"
ImportBoxedStackSlotVisitor.ImportBoxedStackSlotVisitor(ProblemType &,ProblemType *,ProblemType,ProblemType *),"Method"
ImportBoxedStackSlotVisitor.mBase,"Field"
ImportBoxedStackSlotVisitor.mFp,"Field"
ImportBoxedStackSlotVisitor.mRecorder,"Field"
ImportBoxedStackSlotVisitor.mStackOffset,"Field"
ImportBoxedStackSlotVisitor.mTypemap,"Field"
ImportBoxedStackSlotVisitor.visitStackSlots(ProblemType *,ProblemType,ProblemType *),"Method"
ImportGlobalSlotVisitor,"Class"
ImportGlobalSlotVisitor.ImportGlobalSlotVisitor(ImportGlobalSlotVisitor &),"Method"
ImportGlobalSlotVisitor.ImportGlobalSlotVisitor(ProblemType &,ProblemType *,ProblemType *),"Method"
ImportGlobalSlotVisitor.mBase,"Field"
ImportGlobalSlotVisitor.mRecorder,"Field"
ImportGlobalSlotVisitor.mTypemap,"Field"
ImportGlobalSlotVisitor.visitGlobalSlot(ProblemType *,unsigned int int,unsigned int int),"Method"
ImportUnboxedStackSlotVisitor,"Class"
ImportUnboxedStackSlotVisitor.ImportUnboxedStackSlotVisitor(ImportUnboxedStackSlotVisitor &),"Method"
ImportUnboxedStackSlotVisitor.ImportUnboxedStackSlotVisitor(ProblemType &,ProblemType *,ProblemType,ProblemType *),"Method"
ImportUnboxedStackSlotVisitor.mBase,"Field"
ImportUnboxedStackSlotVisitor.mFp,"Field"
ImportUnboxedStackSlotVisitor.mRecorder,"Field"
ImportUnboxedStackSlotVisitor.mStackOffset,"Field"
ImportUnboxedStackSlotVisitor.mTypemap,"Field"
ImportUnboxedStackSlotVisitor.visitStackSlots(ProblemType *,ProblemType,ProblemType *),"Method"
JSBool.FASTCALL,"Class"
JSBool.NewTryNote,"Class"
JSBool.js_AddAsGCBytes,"Class"
JSBool.js_AddRoot,"Class"
JSBool.js_AddRootRT,"Class"
JSBool.js_CStringsAreUTF8,"Class"
JSBool.js_InitGC,"Class"
JSBool.js_IsAboutToBeFinalized,"Class"
JSBool.js_LockGCThingRT,"Class"
JSBool.js_NewDoubleInRootedValue,"Class"
JSBool.js_RegisterCloseableIterator,"Class"
JSBool.js_RemoveRoot,"Class"
JSBool.js_UnlockGCThingRT,"Class"
JSBool.jsds_GCCallbackProc,"Class"
JSClass.prop_iter_class,"Class"
JSCrossCompartmentWrapper,"Class"
JSCrossCompartmentWrapper.JSCrossCompartmentWrapper(JSCrossCompartmentWrapper &),"Method"
JSCrossCompartmentWrapper.JSCrossCompartmentWrapper(ProblemType),"Method"
JSCrossCompartmentWrapper.JSCrossCompartmentWrapper(void),"Method"
